ModuleName	ParameterName	TypeAnnotation	FinalXML	TracePath
saqc.funcs.scores	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""The search algorithm to find each datapoints k nearest neighbors"" help=""The keyword just gets passed on to the underlying sklearn method. See reference [1] for more information on the algorithm"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_simple_type
saqc.funcs.scores	metric	str	"<param type=""text"" argument=""metric"" label=""The metric the distances to any datapoints neighbors is computed with"" help=""The default of `metric` together with the default of `p` result in the euclidian to be applied. The keyword just gets passed on to the underlying sklearn method. See reference [1] for more information on the algorithm"" optional=""true"" value=""minkowski"" />"	Param: 'metric' -> Annotation: 'str' -> is_simple_type
saqc.funcs.scores	p	Int > 0	"<param type=""integer"" argument=""p"" label=""p"" help="": The grade of the metrice specified by parameter `metric`. The keyword just gets passed on to the underlying sklearn method. See reference [1] for more information on the algorithm"" optional=""true"" value=""2"" min=""0"" />"	Param: 'p' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.scores	field	Sequence[str]	"<param type=""text"" argument=""field"" label=""List of variables names to process"" help=""List of variables names to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_simple_type
saqc.funcs.scores	target	str	"<param type=""text"" argument=""target"" label=""target"" help="":py:class:`SaQCFields` | :py:class:`newSaQCFields` Variable name to which the results are written. `target` will be created if it does not exist. Defaults to `field`"" />"	Param: 'target' -> Annotation: 'str' -> is_simple_type
saqc.funcs.scores	n	Int > 0	"<param type=""integer"" argument=""n"" label=""Number of periods to be included into the LOF calculation"" help=""Defaults to `20`, which is a value found to be suitable in the literature"" optional=""true"" value=""20"" min=""0"" />"	Param: 'n' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.scores	freq	(Float > 0) | FreqStr	"<conditional name=""freq_cond"" label=""freq"" />"	Param: 'freq' -> Annotation: '(Float > 0) | FreqStr' -> is_union_type -> conditional
saqc.funcs.scores	min_periods	Int >= 0	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help="""" optional=""true"" value=""2"" min=""0"" />"	Param: 'min_periods' -> Annotation: 'Int >= 0' -> is_simple_type
saqc.funcs.scores	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""algorithm"" help=""Algorithm used for calculating the `n`-nearest neighbors needed for LOF calculation"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_simple_type
saqc.funcs.scores	p	Int > 0	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to wich distance to neighbors is determined. Most important values are:  * `1` - Manhatten Metric * `2` - Euclidian Metric"" optional=""true"" value=""2"" min=""0"" />"	Param: 'p' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.scores	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.scores	n	Int > 0	"<param type=""integer"" argument=""n"" label=""Number of periods to be included into the LOF calculation"" help=""Defaults to `20`, which is a value found to be suitable in the literature.  * `n` determines the  locality  of an observation (its `n` nearest neighbors) and sets the upper limit of values of an outlier clusters (i.e. consecutive outliers). Outlier clusters of size greater than `n/2` may not be detected reliably. * The larger `n`, the lesser the algorithm's sensitivity to local outliers and small or singleton outliers points. Higher values greatly increase numerical costs"" optional=""true"" value=""20"" min=""0"" />"	Param: 'n' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.scores	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""algorithm"" help=""Algorithm used for calculating the `n`-nearest neighbors needed for LOF calculation"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_simple_type
saqc.funcs.scores	p	Int > 0	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to wich distance to neighbors is determined. Most important values are:  * `1` - Manhatten Metric * `2` - Euclidian Metric"" optional=""true"" value=""1"" min=""0"" />"	Param: 'p' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.scores	density	Literal['auto'] | (Float > 0)	"<conditional name=""density_cond"" label=""How to calculate the temporal distance/density for the variable-to-be-flagged"" />"	Param: 'density' -> Annotation: 'Literal['auto'] | (Float > 0)' -> is_union_type -> conditional
saqc.funcs.scores	fill_na	bool	"<param type=""boolean"" argument=""fill_na"" label=""If True, NaNs in the data are filled with a linear interpolation"" help=""If True, NaNs in the data are filled with a linear interpolation"" checked=""false"" truevalue=""fill_na"" falsevalue="""" />"	Param: 'fill_na' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.scores	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.scores	window	OffsetStr | None	"<param type=""text"" argument=""window"" label=""Size of the window"" help=""can be determined as: * Offset String, denoting the windows temporal extension * Integer, denoting the windows number of periods. * `None` (default), All data points share the same scoring window, which than equals the whole data"" optional=""true"" />"	Param: 'window' -> Annotation: 'OffsetStr | None' -> is_simple_type
saqc.funcs.scores	norm_func	Callable | str	"<conditional name=""norm_func_cond"" label=""norm_func"" />"	Param: 'norm_func' -> Annotation: 'Callable | str' -> is_union_type -> conditional
saqc.funcs.scores	model_func	Callable | str	"<conditional name=""model_func_cond"" label=""model_func"" />"	Param: 'model_func' -> Annotation: 'Callable | str' -> is_union_type -> conditional
saqc.funcs.scores	center	bool	"<param type=""boolean"" argument=""center"" label=""Weather or not to center the target value in the scoring window"" help=""If `False`, the target value is the last value in the window"" checked=""false"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.scores	min_periods	(Int >= 0) | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid meassurements in a scoring window, to consider the resulting score valid"" optional=""true"" min=""0"" />"	Param: 'min_periods' -> Annotation: '(Int >= 0) | None' -> is_simple_type
saqc.funcs.tools	field	str | list[str]	"<conditional name=""field_cond"" label=""Variable to process"" />"	Param: 'field' -> Annotation: 'str | list[str]' -> is_union_type -> conditional
saqc.funcs.tools	target	str | list[str]	"<conditional name=""target_cond"" label=""target"" />"	Param: 'target' -> Annotation: 'str | list[str]' -> is_union_type -> conditional
saqc.funcs.tools	overwrite	bool	"<param type=""boolean"" argument=""overwrite"" label=""overwrite"" help=""overwrite target, if already existant"" checked=""false"" truevalue=""overwrite"" falsevalue="""" />"	Param: 'overwrite' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.tools	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.tools	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.tools	max_gap	OffsetStr | None	"<param type=""text"" argument=""max_gap"" label=""max_gap"" help=""If ``None``, all data points will be connected, resulting in long linear lines, in case of large data gaps. ``NaN`` values will be removed before plotting. If an offset string is passed, only points that have a distance below ``max_gap`` are connected via the plotting line"" optional=""true"" />"	Param: 'max_gap' -> Annotation: 'OffsetStr | None' -> is_simple_type
saqc.funcs.tools	gui_mode	Literal['GUI', 'overlay']	"<param type=""select"" argument=""gui_mode"" label=""gui_mode"" help=""* `` GUI `` (default), spawns TK based pop-up GUI, enabling scrolling and binding for subplots * `` overlay ``, spawns matplotlib based pop-up GUI. May be less conflicting, but does not support scrolling or binding"" optional=""true"" value=""GUI"" />"	Param: 'gui_mode' -> Annotation: 'Literal['GUI', 'overlay']' -> is_simple_type
saqc.funcs.tools	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help="":py:class:`Any`, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type
saqc.funcs.tools	field	str | list[str]	"<conditional name=""field_cond"" label=""Variable to process"" />"	Param: 'field' -> Annotation: 'str | list[str]' -> is_union_type -> conditional
saqc.funcs.tools	path	str | None	"<param type=""text"" argument=""path"" label=""path"" help=""If ``None`` is passed, interactive mode is entered; plots are shown immediatly and a user need to close them manually before execution continues. If a filepath is passed instead, store-mode is entered and the plot is stored unter the passed location"" optional=""true"" />"	Param: 'path' -> Annotation: 'str | None' -> is_simple_type
saqc.funcs.tools	max_gap	OffsetStr | None	"<param type=""text"" argument=""max_gap"" label=""max_gap"" help=""If ``None``, all data points will be connected, resulting in long linear lines, in case of large data gaps. ``NaN`` values will be removed before plotting. If an offset string is passed, only points that have a distance below ``max_gap`` are connected via the plotting line"" optional=""true"" />"	Param: 'max_gap' -> Annotation: 'OffsetStr | None' -> is_simple_type
saqc.funcs.tools	mode	Literal['subplots', 'oneplot'] | str	"<conditional name=""mode_cond"" label=""mode"" />"	Param: 'mode' -> Annotation: 'Literal['subplots', 'oneplot'] | str' -> is_union_type -> conditional
saqc.funcs.tools	history	Literal['valid', 'complete'] | list[str] | None	"<conditional name=""history_cond"" label=""Discriminate the plotted flags with respect to the tests they originate from"" />"	Param: 'history' -> Annotation: 'Literal['valid', 'complete'] | list[str] | None' -> is_union_type -> conditional
saqc.funcs.tools	xscope	slice | OffsetStr | str | None	"<conditional name=""xscope_cond"" label=""Determine a chunk of the data to be plotted"" />"	Param: 'xscope' -> Annotation: 'slice | OffsetStr | str | None' -> is_union_type -> conditional
saqc.funcs.tools	yscope	list[tuple[float, float]] | tuple[float, float] | dict | None	"<conditional name=""yscope_cond"" label=""yscope"" />"	Param: 'yscope' -> Annotation: 'list[tuple[float, float]] | tuple[float, float] | dict | None' -> is_union_type -> conditional
saqc.funcs.tools	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help="":py:class:`Any`, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""inf"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type
saqc.funcs.tools	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.tools	new_name	str	"<param type=""text"" argument=""new_name"" label=""String, field is to be replaced with"" help=""String, field is to be replaced with"" />"	Param: 'new_name' -> Annotation: 'str' -> is_simple_type
saqc.funcs.tools	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.tools	mode	Literal['periodic', 'selection_field']	"<param type=""select"" argument=""mode"" label=""The masking mode"" help=""-  periodic : parameters  period_start ,  end  are evaluated to generate a periodical mask -  mask_var : data[mask_var] is expected to be a boolean valued timeseries and is used as mask"" />"	Param: 'mode' -> Annotation: 'Literal['periodic', 'selection_field']' -> is_simple_type
saqc.funcs.tools	selection_field	str | None	"<param type=""text"" argument=""selection_field"" label=""selection_field"" help=""Only effective if mode ==  mask_var  Fieldname of the column, holding the data that is to be used as mask. (must be boolean series) Neither the series` length nor its labels have to match data[field]`s index and length. An inner join of the indices will be calculated and values get masked where the values of the inner join are ``True``"" optional=""true"" />"	Param: 'selection_field' -> Annotation: 'str | None' -> is_simple_type
saqc.funcs.tools	start	str | None	"<param type=""text"" argument=""start"" label=""start"" help=""Only effective if mode ==  seasonal  String denoting starting point of every period. Formally, it has to be a truncated instance of  mm-ddTHH:MM:SS . Has to be of same length as `end` parameter. See examples section below for some examples"" optional=""true"" />"	Param: 'start' -> Annotation: 'str | None' -> is_simple_type
saqc.funcs.tools	end	str | None	"<param type=""text"" argument=""end"" label=""end"" help=""Only effective if mode ==  periodic  String denoting starting point of every period. Formally, it has to be a truncated instance of  mm-ddTHH:MM:SS . Has to be of same length as `end` parameter. See examples section below for some examples"" optional=""true"" />"	Param: 'end' -> Annotation: 'str | None' -> is_simple_type
saqc.funcs.tools	closed	bool	"<param type=""boolean"" argument=""closed"" label=""Wheather or not to include the mask defining bounds to the mask"" help=""Wheather or not to include the mask defining bounds to the mask"" checked=""false"" truevalue=""closed"" falsevalue="""" />"	Param: 'closed' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.transformation	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.transformation	func	Callable[[pd.Series | np.ndarray], pd.Series] | str	"<conditional name=""func_cond"" label=""Transformation function"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series | np.ndarray], pd.Series] | str' -> is_union_type -> conditional
saqc.funcs.transformation	freq	(Int > 0) | FreqStr | None	"<conditional name=""freq_cond"" label=""Size of the data window"" />"	Param: 'freq' -> Annotation: '(Int > 0) | FreqStr | None' -> is_union_type -> conditional
