ModuleName	ParameterName	TypeAnnotation	FinalXML	TracePath
saqc.funcs.scores	field	Sequence[str]	"<repeat name=""field_repeat"" min=""1"" title=""Field(s)"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_field_or_target -> is_multi_repeat
saqc.funcs.scores	target	str	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" value="""" />"	Param: 'target' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.scores	n	int	"<param type=""integer"" argument=""n"" label=""n"" help="": The number of nearest neighbors to which the distance is comprised in every datapoints scoring calculation"" optional=""true"" value=""10"" />"	Param: 'n' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	func	Callable[[pd.Series], float] | str	"<param type=""text"" argument=""func"" label=""func"" help=""default sum A function that assigns a score to every one dimensional array, containing the distances to every datapoints `n` nearest neighbors"" optional=""true"" value=""sum"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], float] | str' -> final_catch_all_fallback_text
saqc.funcs.scores	freq	float | str | None	"<conditional name=""freq_cond"" />"	Param: 'freq' -> Annotation: 'float | str | None' -> is_union_with_none -> is_union_float_str_conditional
saqc.funcs.scores	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""The minimum number of periods that have to be present in a window for the kNN scoring to be applied. If the number of periods present is below `min_periods`, the score for the datapoints in that window will be np.nan"" optional=""true"" value=""2"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""The search algorithm to find each datapoints k nearest neighbors"" help=""The keyword just gets passed on to the underlying sklearn method. See reference [1] for more information on the algorithm"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_literal
saqc.funcs.scores	metric	str	"<param type=""text"" argument=""metric"" label=""The metric the distances to any datapoints neighbors is computed with"" help=""The default of `metric` together with the default of `p` result in the euclidian to be applied. The keyword just gets passed on to the underlying sklearn method. See reference [1] for more information on the algorithm"" optional=""true"" value=""minkowski"" />"	Param: 'metric' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.scores	p	int	"<param type=""integer"" argument=""p"" label=""p"" help="": The grade of the metrice specified by parameter `metric`. The keyword just gets passed on to the underlying sklearn method. See reference [1] for more information on the algorithm"" optional=""true"" value=""2"" />"	Param: 'p' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	field	Sequence[str]	"<repeat name=""field_repeat"" min=""1"" title=""Field(s)"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_field_or_target -> is_multi_repeat
saqc.funcs.scores	target	str	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" value="""" />"	Param: 'target' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.scores	n	int	"<param type=""integer"" argument=""n"" label=""Number of periods to be included into the LOF calculation"" help=""Defaults to `20`, which is a value found to be suitable in the literature"" optional=""true"" value=""20"" />"	Param: 'n' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	freq	float | str | None	"<conditional name=""freq_cond"" />"	Param: 'freq' -> Annotation: 'float | str | None' -> is_union_with_none -> is_union_float_str_conditional
saqc.funcs.scores	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help="""" optional=""true"" value=""2"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""algorithm"" help=""Algorithm used for calculating the `n`-nearest neighbors needed for LOF calculation"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_literal
saqc.funcs.scores	p	int	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to wich distance to neighbors is determined. Most important values are:  * `1` - Manhatten Metric * `2` - Euclidian Metric"" optional=""true"" value=""2"" />"	Param: 'p' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.scores	n	int	"<param type=""integer"" argument=""n"" label=""Number of periods to be included into the LOF calculation"" help=""Defaults to `20`, which is a value found to be suitable in the literature.  * `n` determines the  locality  of an observation (its `n` nearest neighbors) and sets the upper limit of values of an outlier clusters (i.e. consecutive outliers). Outlier clusters of size greater than `n/2` may not be detected reliably. * The larger `n`, the lesser the algorithm's sensitivity to local outliers and small or singleton outliers points. Higher values greatly increase numerical costs"" optional=""true"" value=""20"" />"	Param: 'n' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""algorithm"" help=""Algorithm used for calculating the `n`-nearest neighbors needed for LOF calculation"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_literal
saqc.funcs.scores	p	int	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to wich distance to neighbors is determined. Most important values are:  * `1` - Manhatten Metric * `2` - Euclidian Metric"" optional=""true"" value=""1"" />"	Param: 'p' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.scores	density	Literal['auto'] | float	"<conditional name=""density_cond"" />"	Param: 'density' -> Annotation: 'Literal['auto'] | float' -> is_union_literal_auto_float_conditional
saqc.funcs.scores	fill_na	bool	"<param type=""boolean"" argument=""fill_na"" label=""If True, NaNs in the data are filled with a linear interpolation"" help=""If True, NaNs in the data are filled with a linear interpolation"" checked=""true"" truevalue=""fill_na"" falsevalue="""" />"	Param: 'fill_na' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.scores	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.scores	window	str | None	"<param type=""text"" argument=""window"" label=""Size of the window"" help=""can be determined as: * Offset String, denoting the windows temporal extension * Integer, denoting the windows number of periods. * `None` (default), All data points share the same scoring window, which than equals the whole data"" optional=""true"" />"	Param: 'window' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.scores	norm_func	Callable | str	"<param type=""text"" argument=""norm_func"" label=""norm_func"" help=""default mean Function to calculate the scaling for every window"" optional=""true"" value=""std"" />"	Param: 'norm_func' -> Annotation: 'Callable | str' -> final_catch_all_fallback_text
saqc.funcs.scores	model_func	Callable | str	"<param type=""text"" argument=""model_func"" label=""model_func"" help=""default std Function to calculate the center moment in every window"" optional=""true"" value=""mean"" />"	Param: 'model_func' -> Annotation: 'Callable | str' -> final_catch_all_fallback_text
saqc.funcs.scores	center	bool	"<param type=""boolean"" argument=""center"" label=""Weather or not to center the target value in the scoring window"" help=""If `False`, the target value is the last value in the window"" checked=""true"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.scores	min_periods	int | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid meassurements in a scoring window, to consider the resulting score valid"" optional=""true"" />"	Param: 'min_periods' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.tools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.tools	target	str	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" value="""" />"	Param: 'target' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.tools	overwrite	bool	"<param type=""boolean"" argument=""overwrite"" label=""overwrite"" help=""overwrite target, if already existant"" checked=""false"" truevalue=""overwrite"" falsevalue="""" />"	Param: 'overwrite' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.tools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.tools	field	str | list[str]	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str | list[str]' -> is_field_or_target -> fallback_as_text
saqc.funcs.tools	max_gap	str | None	"<param type=""text"" argument=""max_gap"" label=""max_gap"" help=""If ``None``, all data points will be connected, resulting in long linear lines, in case of large data gaps. ``NaN`` values will be removed before plotting. If an offset string is passed, only points that have a distance below ``max_gap`` are connected via the plotting line"" optional=""true"" />"	Param: 'max_gap' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.tools	gui_mode	Literal['GUI', 'overlay']	"<param type=""select"" argument=""gui_mode"" label=""gui_mode"" help=""* `` GUI `` (default), spawns TK based pop-up GUI, enabling scrolling and binding for subplots * `` overlay ``, spawns matplotlib based pop-up GUI. May be less conflicting, but does not support scrolling or binding"" optional=""true"" value=""GUI"" />"	Param: 'gui_mode' -> Annotation: 'Literal['GUI', 'overlay']' -> is_literal
saqc.funcs.tools	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help=""Any, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.tools	field	str | list[str]	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str | list[str]' -> is_field_or_target -> fallback_as_text
saqc.funcs.tools	path	str | None	"<param type=""text"" argument=""path"" label=""path"" help=""If ``None`` is passed, interactive mode is entered; plots are shown immediatly and a user need to close them manually before execution continues. If a filepath is passed instead, store-mode is entered and the plot is stored unter the passed location"" optional=""true"" />"	Param: 'path' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.tools	max_gap	str | None	"<param type=""text"" argument=""max_gap"" label=""max_gap"" help=""If ``None``, all data points will be connected, resulting in long linear lines, in case of large data gaps. ``NaN`` values will be removed before plotting. If an offset string is passed, only points that have a distance below ``max_gap`` are connected via the plotting line"" optional=""true"" />"	Param: 'max_gap' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.tools	mode	Literal['subplots', 'oneplot'] | str	"<param type=""text"" argument=""mode"" label=""mode"" help=""How to process multiple variables to be plotted:  * ` oneplot ` : plot all variables with their flags in one axis (default) * ` subplots ` : generate subplot grid where each axis contains one variable plot with associated flags * ` biplot ` : plotting first and second variable in field against each other in a scatter plot  (point cloud)"" optional=""true"" value=""oneplot"" />"	Param: 'mode' -> Annotation: 'Literal['subplots', 'oneplot'] | str' -> final_catch_all_fallback_text
saqc.funcs.tools	history	Literal['valid', 'complete'] | list[str] | None	"<conditional name=""history_cond"" />"	Param: 'history' -> Annotation: 'Literal['valid', 'complete'] | list[str] | None' -> is_union_with_none -> is_union_literal_list_conditional
saqc.funcs.tools	xscope	slice | str | None	"<param type=""text"" argument=""xscope"" label=""Determine a chunk of the data to be plotted"" help=""``xscope`` can be anything, that is a valid argument to the ``pandas.Series.__getitem__`` method"" optional=""true"" />"	Param: 'xscope' -> Annotation: 'slice | str | None' -> is_union_with_none -> final_catch_all_fallback_text
saqc.funcs.tools	yscope	tuple | list[tuple] | dict | None	"<param type=""text"" argument=""yscope"" label=""yscope"" help=""Either a tuple of 2 scalars that determines all plots' y-view limits, or a list of those tuples, determining the different variables y-view limits (must match number of variables) or a dictionary with variables as keys and the y-view tuple as values"" optional=""true"" />"	Param: 'yscope' -> Annotation: 'tuple | list[tuple] | dict | None' -> is_union_with_none -> final_catch_all_fallback_text
saqc.funcs.tools	ax	mpl.axes.Axes | None	"<param type=""text"" argument=""ax"" label=""ax"" help=""If not ``None``, plot into the given ``matplotlib.Axes`` instance, instead of a newly created ``matplotlib.Figure``. This option offers a possibility to integrate ``SaQC`` plots into custom figure layouts"" optional=""true"" />"	Param: 'ax' -> Annotation: 'mpl.axes.Axes | None' -> is_union_with_none -> is_simple_type -> type_is_callable_or_special
saqc.funcs.tools	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help=""Any, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""inf"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.tools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.tools	new_name	str	"<param type=""text"" argument=""new_name"" label=""String, field is to be replaced with"" help=""String, field is to be replaced with"" value="""" />"	Param: 'new_name' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.tools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.tools	mode	Literal['periodic', 'selection_field']	"<param type=""select"" argument=""mode"" label=""The masking mode"" help=""-  periodic : parameters  period_start ,  end  are evaluated to generate a periodical mask -  mask_var : data[mask_var] is expected to be a boolean valued timeseries and is used as mask"" value="""" />"	Param: 'mode' -> Annotation: 'Literal['periodic', 'selection_field']' -> is_literal
saqc.funcs.tools	selection_field	str | None	"<param type=""text"" argument=""selection_field"" label=""selection_field"" help=""Only effective if mode ==  mask_var  Fieldname of the column, holding the data that is to be used as mask. (must be boolean series) Neither the series` length nor its labels have to match data[field]`s index and length. An inner join of the indices will be calculated and values get masked where the values of the inner join are ``True``"" optional=""true"" />"	Param: 'selection_field' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.tools	start	str | None	"<param type=""text"" argument=""start"" label=""start"" help=""Only effective if mode ==  seasonal  String denoting starting point of every period. Formally, it has to be a truncated instance of  mm-ddTHH:MM:SS . Has to be of same length as `end` parameter. See examples section below for some examples"" optional=""true"" />"	Param: 'start' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.tools	end	str | None	"<param type=""text"" argument=""end"" label=""end"" help=""Only effective if mode ==  periodic  String denoting starting point of every period. Formally, it has to be a truncated instance of  mm-ddTHH:MM:SS . Has to be of same length as `end` parameter. See examples section below for some examples"" optional=""true"" />"	Param: 'end' -> Annotation: 'str | None' -> is_union_with_none -> is_simple_type -> type_is_str
saqc.funcs.tools	closed	bool	"<param type=""boolean"" argument=""closed"" label=""Wheather or not to include the mask defining bounds to the mask"" help=""Wheather or not to include the mask defining bounds to the mask"" checked=""true"" truevalue=""closed"" falsevalue="""" />"	Param: 'closed' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.transformation	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.transformation	func	Callable[[pd.Series | np.ndarray], pd.Series] | str	"<param type=""text"" argument=""func"" label=""Transformation function"" help=""Transformation function"" value="""" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series | np.ndarray], pd.Series] | str' -> final_catch_all_fallback_text
saqc.funcs.transformation	freq	float | str | None	"<conditional name=""freq_cond"" />"	Param: 'freq' -> Annotation: 'float | str | None' -> is_union_with_none -> is_union_float_str_conditional
